,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
2623,1010456,Farmers Park Market,http://www.anaheimfarmersmarkets.com,https://www.facebook.com/FarmersParkMarket,twitter.com/downtownanaheim,,instagram.com/downtownanaheim,400 S. Anaheim Blvd,Anaheim,Orange,California,92805,05/01/2016 to 10/31/2016,Fri: 5:00 PM-9:00 PM;,,,,,,,-117.912324,33.83231,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/5/2016 7:59:49 PM
2648,1003467,Farmersville FM,,,,,,175 East Front Street,Farmersville,Tulare,California,,,,,,,,,,-119.206,36.3046,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
2685,1002721,Felton Farmers' Market,http://www.feltonfarmersmarket.org,www.facebook.com/santacruzfarmersmarket/,,,www.instagram.com/santacruzfarmersmkts/,"St. John's Church, Hwy. 9",Felton,Santa Cruz,California,95018,05/01/2018 to 10/30/2018,Tue: 2:30 PM-6:30 PM;,,,,,,,-122.073815,37.048109000000004,,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,8/1/2018 2:22:42 PM
2695,1018096,Ferry Plaza Farmers Market,http://www.cuesa.org,https://www.facebook.com/CUESA/?ref=bookmarks,@cuesa,,@cuesa,1 Ferry Building ,San Francisco,San Francisco,California,94111,01/01/2017 to 12/31/2017,Tue: 10:00 AM-2:00 PM;Thu: 10:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;,,,,,,,-122.39332079999998,37.7955703,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,6/20/2017 12:57:52 PM
2746,1011806,Florin Sears Store Certified Farmers' Market,http://www.california-grown.com,https://www.facebook.com/CertifiedFarmersMarketsofSacramento/,,,,5901 Florin Road,Sacramento,Sacramento,California,,,,,,,,,,-121.435856,38.496659,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/18/2016 3:41:33 PM
2753,1003992,Folsom Sutter St. Farmers Market,,,,,,Sutter St. & Wool St.,Camino,Sacramento,California,95709,,,,,,,,,-121.178,38.677,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
2758,1011530,Fontana Farmers' Market - Location I,http://www.fontana.org/index.aspx?NID=2149,,,,,Sierra Ave. and Arrow Blvd.,Fontana,San Bernardino,California,92335,01/01/2015 to 12/01/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-117.4358061,34.0993664,,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,7/27/2015 11:56:52 AM
2759,1011531,Fontana Farmers' Market - Location II,http://www.fontana.org/index.aspx?NID=2149,,,,,Cherry Ave. and Live Oak Ave.,Fontana ,San Bernardino,California,92335,01/01/2015 to 12/01/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-117.48649679999998,34.0407156,,Y,N,N,N,Y,-,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/27/2015 12:06:43 PM
2778,1000657,Foresthill Farmers Market,http://www.foothillfarmersmarket.com,,,,,On Foresthill Road,Foresthill,Placer,California,95631,,,,,,,,,-120.852,39.0092,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
2789,1003299,Fort Bragg CFM,http://www.mcfarm.org,https://www.facebook.com/pages/Fort-Bragg-Farmers-Market,,,,400 N. Franklin St,Fort Bragg,Mendocino,California,95437,05/07/2014 to 10/29/2014,Wed: 3:00 PM-6:00 PM;,,,,,,,-123.804781,39.44592,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,4/22/2014 12:25:18 PM
2794,1002397,Fort Jones Scott Valley Farmers Market,,,,,,Hwy. 3 at Marbleview Ave.,Fort Jones,Siskiyou,California,96032,,,,,,,,,-122.837,41.6164,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
2797,1002741,Fort Mason Center Certified Farmers' Market,http://www.cafarmersmkts.com/markets/category/fort-mason-center,https://www.Facebook.com/FMCFarmersMkt,https://twitter.com/cafarmersmkts,,http://www.pinterest.com/cafarmersmkts/,Marina Blvd and Buchanan Street,San Francisco,San Francisco,California,94123,01/01/2016 to 12/31/2016,Sun: 9:30 AM-1:30 PM;,,,,,,,-122.431302,37.806214000000004,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,7/20/2016 5:43:46 PM
2809,1004843,Fortuna Farmers Market,,,,,,10th Street & L,Scotia,Humboldt,California,95518,,,,,,,,,-124.15899999999999,40.7988,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
2861,1011816,Freedom Farmers' Market,http://www.freedomfarmersmarket.com,https://www.facebook.com/freedomfarmersmrkt,,,https://www.instagram.com/farmstogrow/,5316 Telegraph Ave,Oakland ,Alameda,California,94609,07/09/2016 to 11/19/2016,Sat: 10:00 AM-3:00 PM;,,,,,,,-122.26178970000001,37.8388566,,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,6/27/2016 1:45:35 PM
2868,1001581,Fremont Centerville Farmers Market,,,,,,Bonde Way & Fremont Blvd.,Fremont,Alameda,California,94538,,,,,,,,,-122.008,37.559,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
2875,1019404,Fresh Approach Mobile Farmers' Market,,https://facebook.com/freshapproach,https://twitter.com/FreshApproachSF,,https://instagram.com/freshapproachbayarea/,"213 F Street, Antioch",Antioch ,Contra Costa,California,94509,03/05/2019 to 12/10/2019,Tue: 10:30 AM-11:30 AM;,,,,,,,-121.812514,38.016546000000005,,Y,N,N,N,Y,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,2/26/2019 7:31:50 PM
2885,2000009,Freshest Cargo: Mobile Farmers’ Market,http://freshapproach.org/mobile-farmers-market/,https://www.facebook.com/FreshestCargo,,,,,,,California,,,,,,,,,,,,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
2899,1008595,Fresno Grizzlies Farm Grown Friday Farmer's Market,http://www.fresnogrizzlies.com,,https://twitter.com/GrizzCommFund,,,Chukchansi Park Concourse,Fresno ,Fresno,California,93721,04/11/2014 to 08/29/2014,Fri: 5:30 PM-10:00 PM;,,,,,,,-119.790525,36.731951,Other,N,N,N,N,N,-,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,7/2/2014 9:21:21 AM
2900,1004540,Fresno Pavilion Saturday Farmers Market,,,,,,"Pavilion West Shopping Center, Bullard & West",Fresno,Fresno,California,93729,,,,,,,,,-119.826536,36.822838,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/20/2015 1:29:57 PM
2901,1004539,Fresno Riverpark Tuesday Farmers Market,,,,,,J.O. Eaton Park,Fresno,Fresno,California,93729,,,,,,,,,-119.826908,36.823095,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/20/2015 1:22:51 PM
2917,1009292,Frontier Village Farmer's Market ,http://www.frontiervillagefarmersmarket.org/,,,,,645 Antelope Blvd,Red Bluff,,California,96080,,,,,,,,,-122.20200000000001,40.1851,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
2921,1004614,Fruitvale CFM (Sunday),http://www.fruitvalevillage.net,,,,,34Th Ave. And 12Th Street,Oakland,Alameda,California,94601,01/01/2012 to 12/31/2012,,,,,,,,-122.22363940000001,37.7758714,Other,N,Y,N,Y,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/14/2014 1:00:59 PM
2928,1007386,Full Circle Farm Stand,http://www.fullcirclesunnyvale.org,,,,,1055 Dunford Way,Sunnyvale,Santa Clara,California,94087,January to December,Wed:1:30 PM - 7:00 PM;Fri:1:30 PM - 7:00 PM;sun:11:00 AM - 3:00 PM;,,,,,,,-122.0061,37.344879999999996,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,-,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/24/2012 9:21:44 PM
2929,1003329,Fullerton Thursday Market,,,,,,Witshire &  Pomona,Fullerton,Orange,California,92635,,,,,,,,,-117.92200000000001,33.8724,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
2930,1003328,Fullerton Wednesday Farmers Market,,,,,,450 West Orangethorpe- Woodcrest Park,Fullerton,Orange,California,92634,,,,,,,,,-117.932,33.8864,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
2950,1011814,Galleria @ Tyler Riverside Farmers Market,http://coastalpacificinfo.us,https://www.facebook.com/Galleria-at-Tyler-Riverside-Farmers-Market-329529333808763/,,,,1370 Galleria @ Tyler,Riverside,Riverside,California,92503,01/01/2018 to 12/31/2018,Sun: 8:30 AM-1:00 PM;,,,,,,,-117.4578357,33.909747499999995,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,7/27/2018 3:11:02 PM
2957,1011794,Garberville Farmers Market,http://www.localharvest.org,https://www.facebook.com/Southernhumboldtfarmersmarket,,,,Church Street,Garberville,Humboldt,California,95542,05/06/2016 to 11/18/2016,Fri: 11:00 AM-3:00 PM;,,,,,,,-123.7942429,40.100545600000004,,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,3/3/2016 4:05:29 PM
2961,1007331,Garden Grove CFM,,,,,,Main Street & Garden Grove Blvd.,Garden Grove,ORANGE,California,,,,,,,,,,-117.941,33.774,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
2967,1004328,Gardena Saturday Farmers Market,http://www.cafarmersmarkets.org,,,,,13000 Van Ness,Los Angeles,Los Angeles,California,90047,,,,,,,,,-118.318,33.931,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
2968,1004329,Gardena Wednesday Farmers Market,http://www.cafarmersmarkets.org,,,,,1670 West 162 at La Salle,Los Angeles,Los Angeles,California,90047,,,,,,,,,-118.306,33.8841,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
3036,1006658,Gigis Farmers Market,,,,,,889 American Way,GLENDALE,Los Angeles,California,,,,,,,,,,-118.211,34.1251,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
3043,1000844,Gilroy Downtown Farmers Market,http://www.gilroyspiceoflife.com,,,,,7341 Monterey Road,Gilroy,Santa Clara,California,95020,June to November,sun:10:00 am - 2:00 pm;,,,,,,,-121.568,37.006,Private business parking lot,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/26/2011 3:39:08 PM
3053,1011376,Glen Park Village Certified Farmers' Market,http://pcfma.org,facebook.com/GlenParkVillageFarmersMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma,Bosworth St. and Diamond St. ,San Francisco ,San Francisco,California,94131,03/29/2015 to 11/22/2015,Sun: 10:00 AM-2:00 PM;,,,,,,,-122.433073,37.733595,,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,7/16/2015 7:10:52 PM
3063,1001352,Glendora Farmers Market,http://www.gfma.org,,,,,Glendora Ave. & Foothill Blvd.,Glendora,Los Angeles,California,91741,,,,,,,,,-117.865,34.1352,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
3065,1008418,Glenn County Certified Farmers' Market - Willows,http://www.glenncountyrcd.org,https://www.facebook.com/pages/Glenn-County-Certified-Farmers-Market/118339624873160,,,,100 Block of North Tehama,Willows,Glenn,California,95988,05/24/2014 to 09/27/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-122.19391429999999,39.52061679999999,Local government building grounds,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,7/2/2014 9:24:18 AM
3082,1017990,Goethe Loop Farmers' Market,,,,,,10060 Goethe Rd,Sacramento,Sacramento,California,95827,06/01/2017 to 11/16/2017,Thu: 8:00 AM-12:30 PM;,,,,,,,-121.333373,38.55076,,Y,N,N,N,N,-,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,5/12/2017 4:09:37 PM
3084,1009239,Gold Country Farmer's Market ,http://www.localharvest.org/gold-country-farmers-market-M37627,,,,,3185 Auburn-Folsom Rd.,Newcastle,,California,95658,,,,,,,,,-121.117,38.8338,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
3086,1008863,Golden Hill Certified Farmers Market,http://www.sdmarketmanager.com,https://www.facebook.com/GoldenHillFarmersMarket,,https://www.youtube.com/channel/UCuWcRJKZEhtUVGTC_FrK4uQ,,B Street and 28th St. ,San Diego ,San Diego,California,92102,01/01/2016 to 12/31/2016,Sat: 9:30 AM-1:30 PM;,,,,,,,-117.134551,32.717923,,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,6/27/2016 5:15:17 PM
3092,1006697,Goleta FM,,,,,,5748 Calle Real Shopping Center,Goleta,SANTA BARBARA,California,,,,,,,,,,-119.825,34.4417,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
3098,1001591,Good Stuff Farmer's Market,,,,,,33103 Road 228,North Fork,Madera,California,,,,,,,,,,-119.50399999999999,37.2287,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
3120,1008109,Gov't Center Friday Farmers' Market,http://www.eldoradofarmersmarket.com,,,,,Fair Lane at the County Library parking lot,Placerville ,El Dorado,California,95667,06/06/2014 to 08/29/2014,Fri: 9:00 AM-1:00 PM;,,,,,,,-120.82775600000001,38.728287,Local government building grounds,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/21/2014 5:30:10 PM
3139,1012529,Grand Lake-Oakland Farmers Market,https://www.agriculturalinstitute.org/directory/listing-details/grand-lake-oakland,https://www.facebook.com/GrandLakeFarmersMarket/,,,,Splash Pad Park,Oakland,Alameda,California,,01/01/2016 to 12/31/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.2478409,37.8105444,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,7/13/2016 1:01:59 PM
3150,1004359,Grange Farmers Market,,,,,,9765 Marysville Road,Dobbins,Yuba,California,,,,,,,,,,-121.23100000000001,39.3762,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
3153,1000737,Granite Bay Farmers Market,http://www.foothillfarmersmarket.com,,,,,5550 Douglas Boulevard,Granite Bay,Placer,California,95746,,,,,,,,,-121.198,38.7447,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 26 2010  5:05PM
3187,1000522,Great Mall CFM,,,,,,1100 Great Mall Drive,Milipitas,Santa Clara,California,95035,May to November,Sat:8:00 AM - 1:00 PM;,,,,,,,-121.89689399999999,37.41196,Private business parking lot,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 4:15:02 PM
3205,1010529,Green Acres Farmers Market,http://www.GreenAcresFarmersMarket.com,www.facebook.com/pages/Green-Acres-Farmers-Market/1510388939197610,,,,3400 Carson Ct,Camino,El Dorado,California,95709,10/01/2014 to ,Tue: 10:00 AM-4:00 PM;Wed: 10:00 AM-4:00 PM;Thu: 10:00 AM-4:00 PM;Fri: 10:00 AM-4:00 PM;Sat: 10:00 AM-4:00 PM;Sun: 10:00 AM-4:00 PM;,,,,,,,-120.70381200000001,38.737783,,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,8/21/2014 9:03:57 AM
3206,1009018,Green Believers Pop Up Market,,,,,,3320 S. Central Avenue,Los Angeles,Los Angeles,California,,11/06/2013 to 09/30/2014,Wed: 1:00 PM-5:00 PM;,,,,,,,-118.25649920000001,34.013072799999996,Other,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,11/16/2013 10:13:48 PM
3243,1006357,Greenfield Sunday's Market,,,,,,Park Avenue,Greenfield,Monterey,California,93927,May to August,sun:9:30 am - 3:00 pm;,,,,,,,-121.23899999999999,36.3177,Closed-off public street,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/8/2011 7:39:41 PM
3259,1002398,Greenview Scott Valley Farmers Market,,,,,,Hwy. 3 at Greenview,Fort Jones,Siskiyou,California,96032,,,,,,,,,-122.804,41.622,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
3280,1001966,Gridley Farmers Market,,https://www.facebook.com/pages/Gridley-BID-Chamber-of-Commerce/134106769959464,,,,Daddow Park,Gridley,Butte,California,95948,05/20/2014 to 08/19/2014,Tue: 5:00 PM-8:00 PM;,,,,,,,-121.69514040000001,39.364619899999994,Other,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/13/2014 5:06:05 PM
3304,1000463,Gualala CFM,http://www.mcfarm.org,,,,,47950 Center St,Gualala,Mendocino,California,95445,,,,,,,,,-123.521,38.762,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 17 2010 11:09AM
3305,1004091,Guerneville Farmers Market,,,,,,16209 First Street,Villa Grande,Sonoma,California,95486,,,,,,,,,-123.023,38.4746,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
3360,1006554,Hanchett Farmers' Market,http://www.pcfma.com/hanchett,,,,,1119 Hanchett Ave.,San Jose,Santa Clara,California,95126,June to September,Sat:9:00 AM - 1:00 PM;,,,,,,,-121.9132794,37.3320449,Local government building grounds,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/14/2012 2:25:54 PM
3379,1006694,Harding Elementary School CFM,,,,,,1625 Robbins Street,Santa Barbara,Santa Barbara,California,,,,,,,,,,-119.72200000000001,34.4166,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
3480,1001226,Hayfork Farmers Market,,,,,,Highway 3 across from U.S. Post Office,Hayfork,Trinity,California,96041,,,,,,,,,-122.37200000000001,40.6825,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
3488,1010523,Hayward Farmers Market,http://www.agriculturalinstitute.org,https://www.facebook.com/HaywardFM/,,,,777 B Street,Hayward,Alameda,California,,01/01/2016 to 12/31/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-122.084962,37.671385,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,7/13/2016 12:19:07 PM
3497,1006471,Healdsburg Certified Farmers' Market,http://www.healdsburgfarmersmarket.org,https://www.facebook.com/HealdsburgFarmMarket,,,,North and Vine Streets,Healdsburg,Sonoma,California,95448,05/04/2013 to 11/30/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-122.87221000000001,38.61112,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/31/2014 7:29:20 PM
3498,1006472,Healdsburg Certified Farmers' Market-Wednesday,http://www.healdsburgfarmersmarket.org,https://www.facebook.com/HealdsburgFarmMarket,,,,North Street,Healdsburg,Sonoma,California,95448,06/05/2013 to 10/30/2013,Wed: 3:30 PM-6:00 PM;,,,,,,,-122.87253600000001,38.611981,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 7:27:19 PM
3504,1005759,Heart of the City Farmers' Market,http://www.hotcfarmersmarket.org,https://www.facebook.com/pages/Heart-of-the-City-Farmers-Market/164898116861011?ref=hl,,,,1 United Nations Plaza,San Francisco,San Francisco,California,94102,01/01/2014 to 12/31/2014,Wed: 7:00 AM-5:30 PM;Sun: 7:00 AM-5:00 PM;,,,,,,,-122.413932,37.779968,Other,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,4/6/2014 10:55:16 PM
3520,1003990,Hemet Farmers Market,http://www.hemetfarmersmarket.com,https://www.facebook.com/pages/Hemet-Farmers-Market,,,,Harvard Street & Latham Street,Hemet,Riverside,California,92543,01/01/2013 to 12/31/2013,Sat: 9:00 AM-2:00 PM;,,,,,,,-116.970574,33.749374100000004,Closed-off public street,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/17/2013 9:21:56 PM
3525,1002084,Henderson Center Eureka Farmers Market,http://www.humfarm.org,https://www.facebook.com/North.Coast.Growers.Association,,,,F Street between Henderson and Russ,Eureka,Humboldt,California,95501,06/05/2014 to 10/30/2014,Thu: 10:00 AM-1:00 PM;,,,,,,,-124.16348899999998,40.782507,Closed-off public street,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,4/25/2014 2:47:16 PM
3538,1009695,Hercules Certified Farmer Market,,,,,,1515 Refugio Valley,Hercules ,Contra Costa,California,,05/03/2014 to 10/25/2014,Sat: 3:00 PM-7:00 PM;,,,,,,,-122.26327549999999,38.0051985,Local government building grounds,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,4/1/2014 12:01:54 AM
3542,1003684,Heritage Harvest Certified Farmers Market @Victoria ,http://www.heritagefarmersmarket.blogspot.com,,,,,12505 N Main St   91739,Rancho Cucamonga,San Bernardino,California,91739,07/01/2018 to 07/01/2019,Fri: 10:00 AM-2:00 PM;,,,,,,,-117.53231799999999,34.110872,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,8/2/2018 2:18:02 AM
3551,1012043,Hermosa Beach Farmers' Market,http://www.farmermark.com/hermosabeach/,,https://www.facebook.com/farmermarkHB/,,,1 Pier Avenue,Hermosa Beach,Los Angeles,California,,01/01/2018 to 12/31/2018,Wed: 1:00 PM-6:00 PM;,,,,,,,-118.401347,33.861971999999994,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,7/27/2018 4:00:16 PM
